"Adams Car Assembly (Adams 2019)"
	"2019-11-"	"2 21:42:24"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"TR_Steering"	"  Assembly"	"     (N/A)"	"     (N/A)"	"Result Container"

".horus.simu100max_swept.TR_Steering.steering_Input.TIME"	".horus.simu100max_swept.TR_Steering.steering_Input.steering_wheel_angle_front"	".horus.simu100max_swept.TR_Steering.steering_Input.pitman_arm_rotation_or_rack_travel_front"	".horus.simu100max_swept.TR_Steering.steering_Input.diff_btwn_pitman_arm_rot_and_steering_gear_rot_front"	".horus.simu100max_swept.TR_Steering.steering_Input.steering_wheel_angle_at_adams_joint_front"	".horus.simu100max_swept.TR_Steering.steering_Input.steering_system_angular_compliance_front"	".horus.simu100max_swept.TR_Steering.steering_Input.angle_at_column_sim_stat_joint_front"
3.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
3.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
3.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.000000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.100000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.200000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.300000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.400000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.500000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.600000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
4.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.000000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.100000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.200000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.300000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.400000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.500000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.600000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
5.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.000000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.100000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.200000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.300000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.400000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.500000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.600000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
6.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.000000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.100000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.200000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.300000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.400000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.500000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.600000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
7.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.000000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.100000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.200000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.300000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.400000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.500000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.600000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
8.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.000000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.100000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.200000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.300000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.400000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.500000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.600000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.700000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.800000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
9.900000e-01	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
1.000000e+00	8.310706e-01	-8.828113e-02	0.000000e+00	8.310706e-01	0.000000e+00	0.000000e+00
1.010000e+00	8.300810e-01	-8.817622e-02	0.000000e+00	8.300810e-01	0.000000e+00	0.000000e+00
1.020000e+00	8.289972e-01	-8.806038e-02	0.000000e+00	8.289972e-01	0.000000e+00	0.000000e+00
1.030000e+00	8.278191e-01	-8.793442e-02	0.000000e+00	8.278191e-01	0.000000e+00	0.000000e+00
1.040000e+00	8.265468e-01	-8.779850e-02	0.000000e+00	8.265468e-01	0.000000e+00	0.000000e+00
1.050000e+00	8.251802e-01	-8.765259e-02	0.000000e+00	8.251802e-01	0.000000e+00	0.000000e+00
1.060000e+00	8.237193e-01	-8.749664e-02	0.000000e+00	8.237193e-01	0.000000e+00	-2.542411e-14
1.070000e+00	8.221642e-01	-8.733064e-02	0.000000e+00	8.221642e-01	0.000000e+00	-2.542411e-14
1.080000e+00	8.205149e-01	-8.715457e-02	0.000000e+00	8.205149e-01	0.000000e+00	-2.542411e-14
1.090000e+00	8.187713e-01	-8.696844e-02	0.000000e+00	8.187713e-01	0.000000e+00	-2.553513e-14
1.100000e+00	8.169335e-01	-8.677225e-02	0.000000e+00	8.169335e-01	0.000000e+00	-1.287859e-14
1.110000e+00	8.150014e-01	-8.656600e-02	0.000000e+00	8.150014e-01	0.000000e+00	-1.298961e-14
1.120000e+00	8.129751e-01	-8.634969e-02	0.000000e+00	8.129751e-01	0.000000e+00	0.000000e+00
1.130000e+00	8.108545e-01	-8.612333e-02	0.000000e+00	8.108545e-01	0.000000e+00	0.000000e+00
1.140000e+00	8.086397e-01	-8.588692e-02	0.000000e+00	8.086397e-01	0.000000e+00	1.065814e-14
1.150000e+00	8.063306e-01	-8.564046e-02	0.000000e+00	8.063306e-01	0.000000e+00	0.000000e+00
1.160000e+00	8.039273e-01	-8.538395e-02	0.000000e+00	8.039273e-01	0.000000e+00	-1.043610e-14
1.170000e+00	8.014297e-01	-8.511740e-02	0.000000e+00	8.014297e-01	0.000000e+00	-1.165734e-14
1.180000e+00	7.988379e-01	-8.484080e-02	0.000000e+00	7.988379e-01	0.000000e+00	-1.276756e-14
1.190000e+00	7.961519e-01	-8.455415e-02	0.000000e+00	7.961519e-01	0.000000e+00	-1.265654e-14
1.200000e+00	7.933716e-01	-8.425746e-02	0.000000e+00	7.933716e-01	0.000000e+00	-2.553513e-14
1.210000e+00	7.904970e-01	-8.395073e-02	0.000000e+00	7.904970e-01	0.000000e+00	-2.542411e-14
1.220000e+00	7.875282e-01	-8.363395e-02	0.000000e+00	7.875282e-01	0.000000e+00	-3.808065e-14
1.230000e+00	7.844652e-01	-8.330713e-02	0.000000e+00	7.844652e-01	0.000000e+00	-2.553513e-14
1.240000e+00	7.813079e-01	-8.297027e-02	0.000000e+00	7.813079e-01	0.000000e+00	-3.841372e-14
1.250000e+00	7.780564e-01	-8.262336e-02	0.000000e+00	7.780564e-01	0.000000e+00	-3.819167e-14
1.260000e+00	7.747106e-01	-8.226641e-02	0.000000e+00	7.747106e-01	0.000000e+00	-5.062617e-14
1.270000e+00	7.712706e-01	-8.189943e-02	0.000000e+00	7.712706e-01	0.000000e+00	-5.084821e-14
1.280000e+00	7.677363e-01	-8.152240e-02	0.000000e+00	7.677363e-01	0.000000e+00	-3.852474e-14
1.290000e+00	7.641078e-01	-8.113533e-02	0.000000e+00	7.641078e-01	0.000000e+00	-5.162537e-14
1.300000e+00	7.603851e-01	-8.073822e-02	0.000000e+00	7.603851e-01	0.000000e+00	-5.206946e-14
1.310000e+00	7.565681e-01	-8.033107e-02	0.000000e+00	7.565681e-01	0.000000e+00	-3.941292e-14
1.320000e+00	7.526569e-01	-7.991388e-02	0.000000e+00	7.526569e-01	0.000000e+00	-5.262457e-14
1.330000e+00	7.486514e-01	-7.948665e-02	0.000000e+00	7.486514e-01	0.000000e+00	-3.996803e-14
1.340000e+00	7.445517e-01	-7.904938e-02	0.000000e+00	7.445517e-01	0.000000e+00	-2.375877e-14
1.350000e+00	7.403577e-01	-7.860207e-02	0.000000e+00	7.403577e-01	0.000000e+00	-1.132427e-14
1.360000e+00	7.360695e-01	-7.814472e-02	0.000000e+00	7.360695e-01	0.000000e+00	-1.776357e-15
1.370000e+00	7.316871e-01	-7.767734e-02	0.000000e+00	7.316871e-01	0.000000e+00	-1.221245e-15
1.380000e+00	7.272104e-01	-7.719992e-02	0.000000e+00	7.272104e-01	0.000000e+00	1.187939e-14
1.390000e+00	7.226395e-01	-7.671245e-02	0.000000e+00	7.226395e-01	0.000000e+00	2.486900e-14
1.400000e+00	7.179744e-01	-7.621496e-02	0.000000e+00	7.179744e-01	0.000000e+00	3.808065e-14
1.410000e+00	7.132150e-01	-7.570742e-02	0.000000e+00	7.132150e-01	0.000000e+00	3.819167e-14
1.420000e+00	7.083614e-01	-7.518985e-02	0.000000e+00	7.083614e-01	0.000000e+00	3.819167e-14
1.430000e+00	7.034136e-01	-7.466223e-02	0.000000e+00	7.034136e-01	0.000000e+00	5.095924e-14
1.440000e+00	6.983715e-01	-7.412459e-02	0.000000e+00	6.983715e-01	0.000000e+00	5.073719e-14
1.450000e+00	6.932352e-01	-7.357690e-02	0.000000e+00	6.932352e-01	0.000000e+00	5.095924e-14
1.460000e+00	6.880047e-01	-7.301918e-02	0.000000e+00	6.880047e-01	0.000000e+00	5.084821e-14
1.470000e+00	6.826799e-01	-7.245142e-02	0.000000e+00	6.826799e-01	0.000000e+00	5.084821e-14
1.480000e+00	6.772610e-01	-7.187363e-02	0.000000e+00	6.772610e-01	0.000000e+00	5.095924e-14
1.490000e+00	6.717478e-01	-7.128580e-02	0.000000e+00	6.717478e-01	0.000000e+00	5.073719e-14
1.500000e+00	6.661404e-01	-7.068794e-02	0.000000e+00	6.661404e-01	0.000000e+00	5.084821e-14
1.510000e+00	6.604387e-01	-7.008004e-02	0.000000e+00	6.604387e-01	0.000000e+00	6.383782e-14
1.520000e+00	6.546429e-01	-6.946210e-02	0.000000e+00	6.546429e-01	0.000000e+00	6.361578e-14
1.530000e+00	6.487528e-01	-6.883414e-02	0.000000e+00	6.487528e-01	0.000000e+00	6.361578e-14
1.540000e+00	6.427685e-01	-6.819613e-02	0.000000e+00	6.427685e-01	0.000000e+00	7.638334e-14
1.550000e+00	6.366900e-01	-6.754809e-02	0.000000e+00	6.366900e-01	0.000000e+00	7.638334e-14
1.560000e+00	6.305173e-01	-6.689002e-02	0.000000e+00	6.305173e-01	0.000000e+00	8.915091e-14
1.570000e+00	6.242504e-01	-6.622192e-02	0.000000e+00	6.242504e-01	0.000000e+00	1.016964e-13
1.580000e+00	6.178893e-01	-6.554378e-02	0.000000e+00	6.178893e-01	0.000000e+00	1.145750e-13
1.590000e+00	6.114340e-01	-6.485561e-02	0.000000e+00	6.114340e-01	0.000000e+00	1.274536e-13
1.600000e+00	6.048845e-01	-6.415740e-02	0.000000e+00	6.048845e-01	0.000000e+00	1.144640e-13
1.610000e+00	5.982409e-01	-6.344917e-02	0.000000e+00	5.982409e-01	0.000000e+00	1.143530e-13
1.620000e+00	5.915030e-01	-6.273090e-02	0.000000e+00	5.915030e-01	0.000000e+00	1.145750e-13
1.630000e+00	5.846709e-01	-6.200260e-02	0.000000e+00	5.846709e-01	0.000000e+00	1.147971e-13
1.640000e+00	5.777447e-01	-6.126426e-02	0.000000e+00	5.777447e-01	0.000000e+00	1.150191e-13
1.650000e+00	5.707242e-01	-6.051590e-02	0.000000e+00	5.707242e-01	0.000000e+00	1.144640e-13
1.660000e+00	5.636096e-01	-5.975751e-02	0.000000e+00	5.636096e-01	0.000000e+00	1.139089e-13
1.670000e+00	5.564008e-01	-5.898909e-02	0.000000e+00	5.564008e-01	0.000000e+00	1.144640e-13
1.680000e+00	5.490979e-01	-5.821063e-02	0.000000e+00	5.490979e-01	0.000000e+00	1.022515e-13
1.690000e+00	5.417008e-01	-5.742215e-02	0.000000e+00	5.417008e-01	0.000000e+00	1.146860e-13
1.700000e+00	5.342095e-01	-5.662364e-02	0.000000e+00	5.342095e-01	0.000000e+00	1.144640e-13
1.710000e+00	5.266241e-01	-5.581510e-02	0.000000e+00	5.266241e-01	0.000000e+00	1.016964e-13
1.720000e+00	5.189445e-01	-5.499654e-02	0.000000e+00	5.189445e-01	0.000000e+00	1.020295e-13
1.730000e+00	5.111708e-01	-5.416794e-02	0.000000e+00	5.111708e-01	0.000000e+00	1.018075e-13
1.740000e+00	5.033030e-01	-5.332932e-02	0.000000e+00	5.033030e-01	0.000000e+00	1.142419e-13
1.750000e+00	4.953410e-01	-5.248068e-02	0.000000e+00	4.953410e-01	0.000000e+00	1.272316e-13
1.760000e+00	4.872848e-01	-5.162201e-02	0.000000e+00	4.872848e-01	0.000000e+00	1.273981e-13
1.770000e+00	4.791346e-01	-5.075331e-02	0.000000e+00	4.791346e-01	0.000000e+00	1.016964e-13
1.780000e+00	4.708903e-01	-4.987459e-02	0.000000e+00	4.708903e-01	0.000000e+00	1.017519e-13
1.790000e+00	4.625518e-01	-4.898585e-02	0.000000e+00	4.625518e-01	0.000000e+00	1.018075e-13
1.800000e+00	4.541192e-01	-4.808708e-02	0.000000e+00	4.541192e-01	0.000000e+00	1.017519e-13
1.810000e+00	4.455925e-01	-4.717829e-02	0.000000e+00	4.455925e-01	0.000000e+00	1.272316e-13
1.820000e+00	4.369718e-01	-4.625948e-02	0.000000e+00	4.369718e-01	0.000000e+00	1.272316e-13
1.830000e+00	4.282569e-01	-4.533065e-02	0.000000e+00	4.282569e-01	0.000000e+00	1.272316e-13
1.840000e+00	4.194480e-01	-4.439180e-02	0.000000e+00	4.194480e-01	0.000000e+00	1.272316e-13
1.850000e+00	4.105450e-01	-4.344293e-02	0.000000e+00	4.105450e-01	0.000000e+00	1.271760e-13
1.860000e+00	4.015480e-01	-4.248404e-02	0.000000e+00	4.015480e-01	0.000000e+00	1.272316e-13
1.870000e+00	3.924569e-01	-4.151513e-02	0.000000e+00	3.924569e-01	0.000000e+00	1.145195e-13
1.880000e+00	3.832717e-01	-4.053621e-02	0.000000e+00	3.832717e-01	0.000000e+00	1.145750e-13
1.890000e+00	3.739926e-01	-3.954727e-02	0.000000e+00	3.739926e-01	0.000000e+00	1.144640e-13
1.900000e+00	3.646193e-01	-3.854832e-02	0.000000e+00	3.646193e-01	0.000000e+00	1.017519e-13
1.910000e+00	3.551521e-01	-3.753935e-02	0.000000e+00	3.551521e-01	0.000000e+00	7.632783e-14
1.920000e+00	3.455909e-01	-3.652037e-02	0.000000e+00	3.455909e-01	0.000000e+00	6.361578e-14
1.930000e+00	3.359356e-01	-3.549138e-02	0.000000e+00	3.359356e-01	0.000000e+00	5.090373e-14
1.940000e+00	3.261864e-01	-3.445238e-02	0.000000e+00	3.261864e-01	0.000000e+00	5.090373e-14
1.950000e+00	3.163432e-01	-3.340337e-02	0.000000e+00	3.163432e-01	0.000000e+00	6.361578e-14
1.960000e+00	3.064060e-01	-3.234435e-02	0.000000e+00	3.064060e-01	0.000000e+00	6.361578e-14
1.970000e+00	2.963749e-01	-3.127532e-02	0.000000e+00	2.963749e-01	0.000000e+00	6.367129e-14
1.980000e+00	2.862498e-01	-3.019629e-02	0.000000e+00	2.862498e-01	0.000000e+00	6.356027e-14
1.990000e+00	2.760308e-01	-2.910725e-02	0.000000e+00	2.760308e-01	0.000000e+00	6.367129e-14
2.000000e+00	2.657179e-01	-2.800821e-02	0.000000e+00	2.657179e-01	0.000000e+00	7.638334e-14
2.010000e+00	2.553111e-01	-2.689917e-02	0.000000e+00	2.553111e-01	0.000000e+00	6.361578e-14
2.020000e+00	2.448103e-01	-2.578012e-02	0.000000e+00	2.448103e-01	0.000000e+00	6.361578e-14
2.030000e+00	2.342157e-01	-2.465108e-02	0.000000e+00	2.342157e-01	0.000000e+00	6.361578e-14
2.040000e+00	2.235272e-01	-2.351204e-02	0.000000e+00	2.235272e-01	0.000000e+00	6.358802e-14
2.050000e+00	2.127448e-01	-2.236300e-02	0.000000e+00	2.127448e-01	0.000000e+00	6.358802e-14
2.060000e+00	2.018686e-01	-2.120396e-02	0.000000e+00	2.018686e-01	0.000000e+00	6.358802e-14
2.070000e+00	1.908986e-01	-2.003493e-02	0.000000e+00	1.908986e-01	0.000000e+00	5.087597e-14
2.080000e+00	1.798348e-01	-1.885591e-02	0.000000e+00	1.798348e-01	0.000000e+00	5.087597e-14
2.090000e+00	1.686771e-01	-1.766690e-02	0.000000e+00	1.686771e-01	0.000000e+00	5.093148e-14
2.100000e+00	1.574257e-01	-1.646790e-02	0.000000e+00	1.574257e-01	0.000000e+00	5.093148e-14
2.110000e+00	1.460805e-01	-1.525892e-02	0.000000e+00	1.460805e-01	0.000000e+00	5.087597e-14
2.120000e+00	1.346415e-01	-1.403994e-02	0.000000e+00	1.346415e-01	0.000000e+00	3.816392e-14
2.130000e+00	1.231088e-01	-1.281099e-02	0.000000e+00	1.231088e-01	0.000000e+00	3.816392e-14
2.140000e+00	1.114824e-01	-1.157205e-02	0.000000e+00	1.114824e-01	0.000000e+00	6.379619e-14
2.150000e+00	9.976227e-02	-1.032313e-02	0.000000e+00	9.976227e-02	0.000000e+00	7.631396e-14
2.160000e+00	8.794847e-02	-9.064236e-03	0.000000e+00	8.794847e-02	0.000000e+00	6.361578e-14
2.170000e+00	7.604100e-02	-7.795364e-03	0.000000e+00	7.604100e-02	0.000000e+00	6.358802e-14
2.180000e+00	6.403989e-02	-6.516518e-03	0.000000e+00	6.403989e-02	0.000000e+00	6.362966e-14
2.190000e+00	5.194514e-02	-5.227699e-03	0.000000e+00	5.194514e-02	0.000000e+00	6.383782e-14
2.200000e+00	3.975679e-02	-3.928911e-03	0.000000e+00	3.975679e-02	0.000000e+00	6.360884e-14
2.210000e+00	2.747485e-02	-2.620155e-03	0.000000e+00	2.747485e-02	0.000000e+00	5.088985e-14
2.220000e+00	1.509934e-02	-1.301433e-03	0.000000e+00	1.509934e-02	0.000000e+00	5.089505e-14
2.230000e+00	2.630283e-03	2.725212e-05	0.000000e+00	2.630283e-03	0.000000e+00	5.088898e-14
2.240000e+00	-9.932299e-03	1.365898e-03	0.000000e+00	-9.932299e-03	0.000000e+00	5.088291e-14
2.250000e+00	-2.258838e-02	2.714503e-03	0.000000e+00	-2.258838e-02	0.000000e+00	5.088291e-14
2.260000e+00	-3.533795e-02	4.073064e-03	0.000000e+00	-3.533795e-02	0.000000e+00	6.360884e-14
2.270000e+00	-4.818097e-02	5.441579e-03	0.000000e+00	-4.818097e-02	0.000000e+00	5.088291e-14
